pi_id,score,win,win_2014,hirsh,scopus,rints,inst_cap,member,domain,delisted,sex,region,degree,proj_id,pr_rank,org_prestige
219ba0d0d4d194ac7b5936bcec7eadc315e94370d357893e66f82e087b46f1be,28,Yes,Yes,6,Yes,Yes,Member,yes,Life,No,Male,Алматы,PhD,1988,best,Other
219ba0d0d4d194ac7b5936bcec7eadc315e94370d357893e66f82e087b46f1be,22.67,Yes,Yes,6,Yes,Yes,Member,yes,Life,No,Male,Астана,PhD,2200,second,Other
5e02852d338d7f573a46dedb349feb46c2ff0bbac3f59e7e317108612b0f5ccc,31.33,No,No,0,Yes,No,Works with,no,Culture,Yes,Male,Алматы,Candidate,608,best,National
5e02852d338d7f573a46dedb349feb46c2ff0bbac3f59e7e317108612b0f5ccc,19,No,No,0,Yes,No,Works with,no,Culture,Yes,Male,Алматы,Candidate,1605,second,National
86e6786577c217b454b0232553c967370337c904717e4c356e30e53b3dcf7660,25.67,Yes,No,1,Yes,Yes,Works with,no,Energy,Yes,Female,Other,Doctor,4299,best,Regional
86e6786577c217b454b0232553c967370337c904717e4c356e30e53b3dcf7660,16,No,No,1,Yes,Yes,Works with,no,Energy,Yes,Female,Other,Doctor,4465,second,Regional
2503fd3e433795128cf4f2e25c23581c9efe80df3df9e0c0785e5b8b6c5578b2,31,No,Yes,2,Yes,Yes,No,no,Culture,Yes,Male,Other,Doctor,628,best,Regional
2503fd3e433795128cf4f2e25c23581c9efe80df3df9e0c0785e5b8b6c5578b2,28.67,Yes,Yes,2,Yes,No,No,no,Culture,Yes,Male,Алматы,Doctor,748,second,Other
95e3811caebae6f6ccc278e94f0e7bb1ce0710eb8936156632b71d0c255c833f,31.33,Yes,Yes,5,Yes,No,Works with,no,Science,No,Male,Астана,Doctor,57,best,National
95e3811caebae6f6ccc278e94f0e7bb1ce0710eb8936156632b71d0c255c833f,24.33,No,Yes,5,Yes,No,Works with,no,Culture,No,Male,Астана,Candidate,1137,second,National
0d53fe64acd90f50db9715d66b55f577114de39ae2623baa053668eeff59e89b,28.67,No,No,1,Yes,Yes,Works with,no,Agriculture,No,Male,Алматы,Candidate,3647,best,Other
0d53fe64acd90f50db9715d66b55f577114de39ae2623baa053668eeff59e89b,23.67,No,No,1,Yes,Yes,Works with,no,Agriculture,No,Male,Алматы,Candidate,3888,second,Other
ddf4ce53d802e8d8c3419b13eff1b247ded4b3d6d00c7c093bf1854ba7d8a2d2,29,Yes,No,0,No,No,No,no,Natural_rm,No,Male,Астана,Doctor,2701,best,Other
ddf4ce53d802e8d8c3419b13eff1b247ded4b3d6d00c7c093bf1854ba7d8a2d2,28.33,No,No,0,No,No,No,no,Agriculture,No,Male,Other,Candidate,3661,second,Other
5e3e1f1c59573e288e1fd38d0e87cff48af039945d0de6bec2d7fb39307439bc,22,No,No,0,No,No,No,no,Energy,No,Male,Алматы,Candidate,4387,best,Regional
5e3e1f1c59573e288e1fd38d0e87cff48af039945d0de6bec2d7fb39307439bc,20.33,No,No,0,No,No,No,no,Energy,No,Male,Алматы,Candidate,4419,second,Regional
f2d53553b7dc25131fa61925648452138a8ad70b710a96c935300dbe3f529b5a,21.67,No,No,2,Yes,No,Works with,no,Culture,Yes,Female,Алматы,Candidate,1385,best,National
f2d53553b7dc25131fa61925648452138a8ad70b710a96c935300dbe3f529b5a,12.33,No,No,2,Yes,No,Works with,no,Culture,Yes,Female,Алматы,Candidate,1849,second,National
2a4192da4e785d170263521c6d58de5b8b2736ed4cdb7ee9fa7da4e6b89c46b5,25,Yes,Yes,3,Yes,Yes,No,no,Science,No,Male,Алматы,Candidate,298,best,Other
2a4192da4e785d170263521c6d58de5b8b2736ed4cdb7ee9fa7da4e6b89c46b5,23.67,No,Yes,3,Yes,Yes,Works with,no,Science,No,Male,Алматы,Candidate,351,second,Other
fecde5fc7acc76ffbcc7032fbbcaaff35145823a98776dc7cd6cf8c4ebae4332,28,No,No,2,Yes,Yes,Works with,no,Natural_rm,Yes,Male,Алматы,Doctor,2773,best,National
fecde5fc7acc76ffbcc7032fbbcaaff35145823a98776dc7cd6cf8c4ebae4332,26.33,No,No,2,Yes,Yes,Works with,no,Natural_rm,Yes,Male,Алматы,Doctor,2925,second,National
c91478e4b7db344233c32b87ad4ce7728d00d4f3d062991ef86f4521e1646da7,21,No,No,1,Yes,No,No,no,Agriculture,No,Female,Астана,Candidate,4026,best,Other
c91478e4b7db344233c32b87ad4ce7728d00d4f3d062991ef86f4521e1646da7,18.67,No,No,0,No,No,No,no,Agriculture,No,Female,Астана,Candidate,4092,second,Other
66660ccc64768382f45e75575fb010083276009054915aebd397d06e269ff311,15.33,No,No,0,No,No,No,no,Culture,No,Male,Астана,Candidate,1777,second,Regional
66660ccc64768382f45e75575fb010083276009054915aebd397d06e269ff311,25,No,No,0,No,No,No,no,Security,No,Male,Алматы,Candidate,2472,best,Regional
888617c0c5d71ad953d4d6494157c530933e67804e822abe26135574cbb79e53,30,Yes,Yes,4,Yes,No,Works with,no,Science,No,Female,Алматы,Doctor,82,best,Other
888617c0c5d71ad953d4d6494157c530933e67804e822abe26135574cbb79e53,28.33,No,Yes,4,Yes,No,Works with,no,Science,No,Female,Астана,Doctor,152,second,National
06e69d040e1cdd3cf80cd0cb6d89aa425fb7a2d5cc04a89d3f18fe3a30efb0bb,25,No,Yes,0,No,No,No,no,Life,No,Male,Алматы,Doctor,2105,best,Other
06e69d040e1cdd3cf80cd0cb6d89aa425fb7a2d5cc04a89d3f18fe3a30efb0bb,21.33,No,Yes,0,No,No,No,no,Life,No,Male,Алматы,Doctor,2253,second,Other
da2a4a0797ce0e9a8c1336c36d47a34985e9e6ab3732457cc5cd5f06ecb0d500,26.33,No,No,0,No,No,No,no,Life,No,Male,Алматы,Candidate,2043,best,Other
da2a4a0797ce0e9a8c1336c36d47a34985e9e6ab3732457cc5cd5f06ecb0d500,14.33,No,No,0,No,No,No,no,Agriculture,No,Male,Алматы,Doctor,4147,second,Other
a95b6a6e6290d229d8bc218a6341af7a6a5476c9629376e285978c921f1382ff,29,Yes,Yes,7,Yes,Yes,Member,yes,Energy,No,Male,Алматы,PhD,4226,best,Other
a95b6a6e6290d229d8bc218a6341af7a6a5476c9629376e285978c921f1382ff,27.67,Yes,Yes,7,Yes,Yes,Member,yes,Energy,No,Male,Алматы,PhD,4260,second,Other
5cb412a989eebde54a668f8836ac10d433da2888c1286281cc805e5794a7df36,29,Yes,Yes,1,Yes,No,Works with,no,Culture,No,Male,Алматы,Doctor,725,best,National
5cb412a989eebde54a668f8836ac10d433da2888c1286281cc805e5794a7df36,20,No,No,1,Yes,No,Works with,no,Culture,No,Male,Алматы,Doctor,1531,second,National
4c60bfcf04c23d41dd36eb476ecb3cf974520184d4e2bfc5fb829d8798b3b027,29.33,No,No,0,Yes,No,No,no,Science,No,Female,Шымкент,Candidate,113,second,Regional
4c60bfcf04c23d41dd36eb476ecb3cf974520184d4e2bfc5fb829d8798b3b027,30,No,No,0,Yes,No,No,no,Security,No,Female,Шымкент,Candidate,2435,best,Regional
7edef15f96d3aec5d409a2ddaf142d224aaa0fc548f3e0bd95111094307ed97b,22.33,Yes,Yes,0,Yes,No,No,no,Life,No,Female,Алматы,Doctor,2223,second,National
7edef15f96d3aec5d409a2ddaf142d224aaa0fc548f3e0bd95111094307ed97b,23.67,No,Yes,0,Yes,No,Works with,no,Agriculture,No,Female,Астана,Doctor,3897,best,National
cb219d8163e2d4a3e33698d208daf15e4e928c58b2194a842648a7b18a4df724,29,Yes,No,5,Yes,No,No,no,Natural_rm,Yes,Male,Алматы,Candidate,2686,best,Other
cb219d8163e2d4a3e33698d208daf15e4e928c58b2194a842648a7b18a4df724,19.67,No,No,5,Yes,No,No,no,Natural_rm,Yes,Male,Алматы,Candidate,3441,second,Other
eb977a86eea0cad529306c892076da90346c8ec9218280cd1f12e1df3389018e,20.33,No,No,0,Yes,No,No,no,Natural_rm,No,Female,Алматы,Doctor,3407,second,Other
eb977a86eea0cad529306c892076da90346c8ec9218280cd1f12e1df3389018e,24.33,Yes,No,0,Yes,No,Member,yes,Agriculture,No,Female,Алматы,Doctor,3852,best,Other
14aadcfb25c170b947f1abf21c3dc77ae6df409c6bbac956d3b83018bfd5028d,15.67,No,Yes,0,Yes,Yes,No,no,Life,Yes,Male,Other,Candidate,2394,second,Regional
14aadcfb25c170b947f1abf21c3dc77ae6df409c6bbac956d3b83018bfd5028d,25,Yes,Yes,0,Yes,Yes,No,no,Natural_rm,Yes,Male,Other,Candidate,3059,best,Regional
53dbc5613098d7a47888a3b1472931af13e52caa3258df9266cf23a01272185f,19.33,No,No,0,Yes,No,Works with,no,Energy,No,Female,Алматы,Candidate,4437,best,National
53dbc5613098d7a47888a3b1472931af13e52caa3258df9266cf23a01272185f,16.33,No,No,0,Yes,No,Works with,no,Energy,No,Female,Алматы,Candidate,4464,second,National
f727f0157dd763bc4bad8d31a864487492609d1ba056c11d22d9211c3994ae96,29,No,Yes,0,Yes,No,No,no,Agriculture,No,Male,Алматы,Doctor,3641,best,Other
f727f0157dd763bc4bad8d31a864487492609d1ba056c11d22d9211c3994ae96,22,No,Yes,0,Yes,No,No,no,Agriculture,No,Male,Other,Doctor,3970,second,Other
757c36157d4abff45506d8f69336b24b2b221c43c068e4cb5bf1f6a8f02df1a2,28.33,No,No,2,Yes,No,No,no,Culture,Yes,Female,Other,Doctor,773,best,Regional
757c36157d4abff45506d8f69336b24b2b221c43c068e4cb5bf1f6a8f02df1a2,11.67,No,No,2,Yes,No,No,no,Culture,Yes,Female,Other,Doctor,1853,second,Regional
0391a9b167020e228ff6172a9d0171fba12a0f0ae5a2b7763f2ce2d6c7719e00,11.67,No,No,0,Yes,No,No,no,Natural_rm,No,Female,Алматы,Candidate,3568,tie,Other
0391a9b167020e228ff6172a9d0171fba12a0f0ae5a2b7763f2ce2d6c7719e00,11.67,No,No,0,Yes,No,No,no,Natural_rm,No,Female,Алматы,Candidate,3569,tie,Other
19eb8330e6bad2cdda319268ab9caca7e396a395c27992d10e87d9b9961a02fd,32,Yes,Yes,11,Yes,No,Works with,no,Life,No,Male,Алматы,Candidate,1879,best,Other
19eb8330e6bad2cdda319268ab9caca7e396a395c27992d10e87d9b9961a02fd,27.67,No,No,11,Yes,No,Works with,no,Life,No,Male,Алматы,Candidate,2000,second,Other
a10ca99e42a83fd285b15b608f5eaa5d6f6ad75d12e22c708bdbcf4fa9a2dcc4,28.33,No,Yes,0,Yes,No,Works with,no,Science,No,Male,Астана,Doctor,146,best,National
a10ca99e42a83fd285b15b608f5eaa5d6f6ad75d12e22c708bdbcf4fa9a2dcc4,28,Yes,Yes,0,Yes,No,Works with,no,Science,No,Male,Астана,Doctor,165,second,National
289b599502fde3e88e5aad7b9b5414e3f01a9ad2eaeb3e11ad38f5f66ed572a2,17,No,No,0,Yes,No,Works with,no,Natural_rm,No,Male,Астана,Candidate,3523,second,National
289b599502fde3e88e5aad7b9b5414e3f01a9ad2eaeb3e11ad38f5f66ed572a2,23,No,No,0,Yes,No,No,no,Agriculture,No,Male,Астана,Candidate,3925,best,National
18bbf45476bb50248bba1fa882e2b3253d158640f39bbee35e05e98b212f5d9f,25.33,Yes,No,0,No,No,Works with,no,Natural_rm,No,Male,Алматы,Candidate,3011,tie,National
18bbf45476bb50248bba1fa882e2b3253d158640f39bbee35e05e98b212f5d9f,25.33,No,No,0,No,No,Works with,no,Natural_rm,No,Male,Алматы,Candidate,3012,tie,National
9649ebc4655b0451c124b06e0d78d1ace84a0af2064ed9d4de1ed9093195f43d,27,No,No,0,Yes,No,No,no,Life,Yes,Male,Other,Doctor,2019,best,Other
9649ebc4655b0451c124b06e0d78d1ace84a0af2064ed9d4de1ed9093195f43d,22.67,No,No,0,Yes,No,No,no,Life,Yes,Male,Other,Doctor,2211,second,Other
6bd76dce3e58f4e4bd0927625ef924199a456295f1195e69a22063d96e09a7ac,25,Yes,Yes,0,Yes,No,No,no,Culture,Yes,Male,Other,Candidate,1048,best,Regional
6bd76dce3e58f4e4bd0927625ef924199a456295f1195e69a22063d96e09a7ac,24.33,No,Yes,0,Yes,No,No,no,Culture,Yes,Male,Other,Candidate,1139,second,Regional
5bad2c929d85feb6c140f024440ea6ebce0f3fdd42ce7624c2303647cb90c9f7,23,No,No,2,Yes,No,No,no,Natural_rm,Yes,Female,Other,PhD,3223,second,Regional
5bad2c929d85feb6c140f024440ea6ebce0f3fdd42ce7624c2303647cb90c9f7,32.67,Yes,No,2,Yes,No,No,no,Energy,Yes,Female,Other,PhD,4164,best,Regional
0ec5b48a8727a2a6962691f9697e7c7f13ef69cc4e8ccfd0a7718608e48fa585,22,No,No,2,Yes,No,No,no,Natural_rm,Yes,Male,Алматы,PhD,3299,second,Other
0ec5b48a8727a2a6962691f9697e7c7f13ef69cc4e8ccfd0a7718608e48fa585,25,No,No,2,Yes,No,No,no,Energy,Yes,Male,Алматы,PhD,4322,best,Other
7d644cbfe16160fdb6b1deed9022905c2c0100b1248c1b6d603e32a135475a70,23.67,No,No,3,Yes,No,Works with,no,Science,Yes,Female,Алматы,PhD,339,best,Other
7d644cbfe16160fdb6b1deed9022905c2c0100b1248c1b6d603e32a135475a70,23,No,No,3,Yes,No,No,no,Science,Yes,Female,Other,PhD,370,second,Regional
622fc94bd31e86815e0acafcafa85a7993ddc4bf435a7a23a0e1b628065f646c,20,Yes,No,0,Yes,No,No,no,Life,No,Female,Алматы,Candidate,2294,best,Other
622fc94bd31e86815e0acafcafa85a7993ddc4bf435a7a23a0e1b628065f646c,11.33,No,No,0,Yes,No,No,no,Life,No,Female,Алматы,Candidate,2420,second,Other
af9aa5439ebf567fa7c31d34421b0a9a84472323197ed976c8637ffa0ae1e255,32,Yes,Yes,12,Yes,No,No,no,Science,No,Male,Алматы,Doctor,38,best,Other
af9aa5439ebf567fa7c31d34421b0a9a84472323197ed976c8637ffa0ae1e255,30,No,Yes,12,Yes,No,No,no,Science,No,Male,Алматы,Doctor,84,second,Other
812d0ed7ae19459e8f0955e523094419bb3e180498d1039057fa0908ebcbf556,21.33,No,No,2,Yes,No,Works with,no,Culture,Yes,Male,Астана,Candidate,1409,best,National
812d0ed7ae19459e8f0955e523094419bb3e180498d1039057fa0908ebcbf556,20.33,No,No,2,Yes,No,Works with,no,Culture,Yes,Male,Астана,Candidate,1520,second,National
f774b0166b6c64a5c3ff5c48fd2816c5b6cf41bfc39c5653fdb3ff3551e023b5,32.67,No,No,7,Yes,No,Works with,no,Natural_rm,No,Male,Алматы,Candidate,2541,best,National
f774b0166b6c64a5c3ff5c48fd2816c5b6cf41bfc39c5653fdb3ff3551e023b5,30.67,Yes,No,7,Yes,No,Works with,no,Natural_rm,No,Male,Алматы,Candidate,2605,second,National
539aee0cf3a20becd2c71bee256e000c52e0afb9376670944ce34819aa4b9a71,27.67,Yes,No,0,Yes,No,Works with,no,Culture,Yes,Female,Алматы,Doctor,821,best,National
539aee0cf3a20becd2c71bee256e000c52e0afb9376670944ce34819aa4b9a71,11.67,No,No,1,Yes,No,No,no,Security,Yes,Female,Алматы,Doctor,2535,second,National
9c4b73154fe25846242e985f26466632a01f938b79f8613470c672d54d6f311e,31.33,No,Yes,0,Yes,No,Works with,no,Agriculture,No,Male,Алматы,Candidate,3594,best,Other
9c4b73154fe25846242e985f26466632a01f938b79f8613470c672d54d6f311e,28,No,Yes,0,Yes,No,Works with,no,Agriculture,No,Male,Алматы,Candidate,3676,second,Other
99e5f3fe54853375050c394b412eaa0770d7791cd0e01c9b5a61dc186d3040e1,28,Yes,Yes,2,Yes,Yes,No,no,Energy,No,Male,Астана,Doctor,4255,best,Regional
99e5f3fe54853375050c394b412eaa0770d7791cd0e01c9b5a61dc186d3040e1,23,No,Yes,2,Yes,Yes,No,no,Energy,No,Male,Астана,Doctor,4365,second,Regional
597dfec52952e034dd703b0bb9b92e5564abf3c9d71152abe91a1bbb817ef739,26.67,No,No,0,No,No,No,no,Life,No,Female,Other,Candidate,2033,best,Regional
597dfec52952e034dd703b0bb9b92e5564abf3c9d71152abe91a1bbb817ef739,19,No,No,0,Yes,No,No,no,Natural_rm,Yes,Female,Other,Candidate,3479,second,Regional
0176c41408f0d4107a7b8518c5be7b1aadff14fd0a38339f83f4872e1e9558a7,29.33,No,No,0,Yes,No,No,no,Natural_rm,No,Female,Other,Candidate,2658,best,Other
0176c41408f0d4107a7b8518c5be7b1aadff14fd0a38339f83f4872e1e9558a7,24.67,No,No,0,Yes,No,No,no,Natural_rm,No,Female,Other,Candidate,3072,second,Other
226308b24c075f5d62bda436bf7c7ec79ae7ba236ccb27b0e7e37dee60c1d078,29.33,Yes,No,0,No,Yes,No,no,Natural_rm,No,Male,Other,Candidate,2661,best,Regional
226308b24c075f5d62bda436bf7c7ec79ae7ba236ccb27b0e7e37dee60c1d078,21.33,No,No,1,Yes,Yes,Works with,no,Natural_rm,No,Male,Other,Candidate,3341,second,Regional
cd9d1fbfbd9b20a08d43b8babfd8b89b4267e3f38c722c1abeb22d5d5fc92194,31,No,No,4,Yes,No,No,no,Energy,No,Male,Other,Candidate,4187,best,Regional
cd9d1fbfbd9b20a08d43b8babfd8b89b4267e3f38c722c1abeb22d5d5fc92194,17.33,No,No,4,Yes,No,No,no,Energy,No,Male,Other,Candidate,4455,second,Regional
586eaa95620ee5d052865fdd132597891bd1b53d470c105fa70655f1adbb7382,28.67,No,No,0,No,No,Works with,no,Natural_rm,No,Male,Алматы,PhD,2703,best,National
586eaa95620ee5d052865fdd132597891bd1b53d470c105fa70655f1adbb7382,27.33,No,No,0,No,No,Works with,no,Natural_rm,No,Male,Алматы,PhD,2817,second,National
84a9a370327b26f979466f0635caf96cdacca7e38a33c5c6eff859bca797e717,27.33,Yes,Yes,0,No,No,Works with,no,Science,No,Female,Алматы,Doctor,193,best,National
84a9a370327b26f979466f0635caf96cdacca7e38a33c5c6eff859bca797e717,21.67,No,Yes,0,No,No,Works with,no,Energy,No,Female,Алматы,Doctor,4394,second,National
73b1913184429a5e407c7780b1d702921f3743ab130161ec1b7b2f542b048afc,22.33,No,No,1,Yes,No,No,no,Energy,No,Male,Астана,PhD,4378,best,National
73b1913184429a5e407c7780b1d702921f3743ab130161ec1b7b2f542b048afc,20.67,No,No,1,Yes,No,No,no,Energy,No,Male,Астана,PhD,4406,second,National
fb8a3acec93324f23edffa6daa4c4aa36d079f68953a06cb3bfefbb1fe943ec7,29.67,Yes,Yes,1,Yes,No,Works with,no,Agriculture,No,Male,Астана,Candidate,3620,best,National
fb8a3acec93324f23edffa6daa4c4aa36d079f68953a06cb3bfefbb1fe943ec7,20.67,Yes,Yes,1,Yes,No,No,no,Energy,No,Male,Астана,Candidate,4403,second,National
cdf4a8d66a0548a8eaddd521d04caf131f57b5433484ce52c08d254553f587f6,26.67,No,No,1,Yes,No,Works with,no,Science,Yes,Male,Алматы,Doctor,224,best,National
cdf4a8d66a0548a8eaddd521d04caf131f57b5433484ce52c08d254553f587f6,17,No,No,0,No,No,No,no,Life,No,Male,Алматы,Doctor,2375,second,Other
73e1c35f90a8c3675cbfaf59df2a4d14fcf501a29ba9b4f223cc1649daa75cbf,25.33,No,No,0,No,No,Works with,no,Life,No,Male,Астана,Candidate,2080,tie,Other
73e1c35f90a8c3675cbfaf59df2a4d14fcf501a29ba9b4f223cc1649daa75cbf,25.33,Yes,No,0,No,Yes,Works with,no,Agriculture,No,Female,Астана,Candidate,3796,tie,Other
6601093a00684d64e316ae16cee65443ee4d83d42c710f86461e8d26ea1d53e9,29.67,No,Yes,0,No,No,No,no,Agriculture,No,Male,Астана,Candidate,3619,best,Regional
6601093a00684d64e316ae16cee65443ee4d83d42c710f86461e8d26ea1d53e9,26,No,Yes,0,No,No,No,no,Agriculture,No,Male,Астана,Candidate,3763,second,Regional
0f3eee969fdbdff2d626f102db4a23e3caea32e589b8e9d50f87ebf0e5a75090,32,Yes,Yes,5,Yes,No,Works with,no,Natural_rm,No,Male,Алматы,Candidate,2550,best,Other
0f3eee969fdbdff2d626f102db4a23e3caea32e589b8e9d50f87ebf0e5a75090,29.33,No,Yes,5,Yes,No,Works with,no,Natural_rm,No,Male,Астана,Candidate,2663,second,Other
8213c9cccede615271f8bef34210b1d8464ef8b716a57639a4ec86dd47845ceb,28.33,Yes,No,0,Yes,No,No,no,Life,No,Female,Алматы,Candidate,1978,best,Other
8213c9cccede615271f8bef34210b1d8464ef8b716a57639a4ec86dd47845ceb,21.33,No,No,0,Yes,No,No,no,Life,No,Female,Алматы,Candidate,2249,second,Other
7d65623aa0ae1e57edc62bb93e361c466127d593157394aea1e9763fb0c28a2f,18,No,No,0,No,No,No,no,Culture,No,Female,Астана,PhD,1660,best,Regional
7d65623aa0ae1e57edc62bb93e361c466127d593157394aea1e9763fb0c28a2f,16,No,No,0,No,No,No,no,Culture,No,Female,Астана,PhD,1751,second,Regional
f994a2a2b54c81ce3ef52fa7c58339d22d8e95ca01d197da9dc8a331399292dd,28,No,No,0,No,No,No,no,Culture,No,Female,Астана,Candidate,816,best,Regional
f994a2a2b54c81ce3ef52fa7c58339d22d8e95ca01d197da9dc8a331399292dd,20.67,No,No,0,No,No,No,no,Culture,No,Female,Астана,Candidate,1496,second,Regional
d1a2b77a1e13b255a6dc44c5a85d14ebfe965be87c34ab1a4e456bfe13a640fb,28.67,Yes,Yes,0,Yes,No,No,no,Science,No,Male,Алматы,Candidate,131,best,Other
d1a2b77a1e13b255a6dc44c5a85d14ebfe965be87c34ab1a4e456bfe13a640fb,25.33,No,Yes,0,Yes,No,No,no,Science,No,Male,Алматы,Candidate,284,second,Other
cd965b4ad978cd26dbdd7e7760d8fbcd2cba1ee5c44b64d6b2902a7668631c76,29.67,No,Yes,1,Yes,Yes,No,no,Culture,No,Male,Алматы,Doctor,695,best,Other
cd965b4ad978cd26dbdd7e7760d8fbcd2cba1ee5c44b64d6b2902a7668631c76,23,No,Yes,1,Yes,Yes,No,no,Culture,No,Male,Алматы,Doctor,1274,second,Other
b640f108468ef068c643689bd962da8613d65a58165bd3bc885ab9e573abb5a7,24.33,Yes,No,0,Yes,No,Works with,no,Culture,Yes,Female,Other,Candidate,1129,best,Regional
b640f108468ef068c643689bd962da8613d65a58165bd3bc885ab9e573abb5a7,17,No,No,0,Yes,No,Works with,no,Culture,Yes,Female,Other,Candidate,1715,second,Regional
8cf5d58449f790cd61f03f8848c7cbe2fd509ff16a6801657422898351c79c46,23.67,No,Yes,2,Yes,Yes,No,no,Natural_rm,No,Male,Шымкент,Candidate,3183,second,Regional
8cf5d58449f790cd61f03f8848c7cbe2fd509ff16a6801657422898351c79c46,24.67,No,Yes,2,Yes,Yes,Works with,no,Energy,No,Male,Шымкент,Candidate,4329,best,Regional
828b7c8920fb4a81d5080f34bdf1ed9f10b68cd1f869ade5c7eb74d5d5251213,28.67,No,Yes,1,Yes,No,No,no,Life,No,Female,Алматы,Candidate,1959,best,Other
828b7c8920fb4a81d5080f34bdf1ed9f10b68cd1f869ade5c7eb74d5d5251213,25.67,No,Yes,1,Yes,No,No,no,Life,No,Female,Алматы,Candidate,2061,second,Other
f7b49af3d73f3b10763aded589099545665f0d83ecd7b3120d4ab5f98a131718,25.33,No,Yes,0,Yes,No,No,no,Energy,Yes,Male,Алматы,Doctor,4307,best,Other
f7b49af3d73f3b10763aded589099545665f0d83ecd7b3120d4ab5f98a131718,22,No,No,0,Yes,No,No,no,Energy,Yes,Male,Алматы,Doctor,4384,second,Other
2997be9d07939c119cd4ba4d9e63885c081b327e9bbfcbecb545573833cbe210,29,No,Yes,0,Yes,No,No,no,Life,No,Female,Алматы,Doctor,1950,best,Other
2997be9d07939c119cd4ba4d9e63885c081b327e9bbfcbecb545573833cbe210,25,No,Yes,0,No,No,Works with,no,Agriculture,No,Female,Астана,Doctor,3812,second,National
a5776e406ddc104e33ae64e5dcbeeb6f82a0095792ea88d2a6e75d1e090bf359,24.33,No,No,0,Yes,Yes,No,no,Security,No,Male,Алматы,Candidate,2477,best,Other
a5776e406ddc104e33ae64e5dcbeeb6f82a0095792ea88d2a6e75d1e090bf359,22,No,No,0,Yes,Yes,No,no,Natural_rm,No,Male,Алматы,Candidate,3308,second,Other
9d2e29021af3390f7fcb0a826986d053f266be7fd0b33452aa15eed901c2c3f1,20.33,No,No,0,No,No,No,no,Life,No,Female,Алматы,Candidate,2287,second,Other
9d2e29021af3390f7fcb0a826986d053f266be7fd0b33452aa15eed901c2c3f1,23.67,No,Yes,0,No,No,No,no,Natural_rm,No,Female,Алматы,Candidate,3163,best,Other
46ea17dd9ef71be7530f815f486654e94f29deea7f43573075d3ddc656c297b0,24.67,No,No,0,Yes,Yes,No,no,Culture,Yes,Female,Астана,Candidate,1112,best,Regional
46ea17dd9ef71be7530f815f486654e94f29deea7f43573075d3ddc656c297b0,18,No,No,0,Yes,Yes,No,no,Culture,Yes,Male,Астана,Candidate,1652,second,Regional
f5f5a2bd89627859eb37623e383aa0a1013c8640bd05505b1256e488d80f331c,24.67,No,No,0,Yes,No,No,no,Agriculture,No,Female,Астана,Candidate,3843,best,Other
f5f5a2bd89627859eb37623e383aa0a1013c8640bd05505b1256e488d80f331c,23.67,Yes,No,0,Yes,No,No,no,Agriculture,Yes,Female,Астана,Candidate,3892,second,Other
62dfc80fe3f996c820c3872314016bae4d3423970abf187a5fbf26d9d7b052be,26.67,Yes,Yes,2,Yes,No,No,no,Life,Yes,Male,Астана,Doctor,2030,best,Other
62dfc80fe3f996c820c3872314016bae4d3423970abf187a5fbf26d9d7b052be,26.33,No,Yes,2,Yes,No,No,no,Life,Yes,Male,Астана,Doctor,2041,second,Other
fb10bdf21ac75e3dcf340986429a94604df43fbc85f069f6ac146083c53c4bd2,30.33,No,Yes,4,Yes,Yes,No,no,Life,No,Female,Алматы,Doctor,1910,best,National
fb10bdf21ac75e3dcf340986429a94604df43fbc85f069f6ac146083c53c4bd2,27.67,Yes,Yes,4,Yes,Yes,No,no,Life,No,Female,Алматы,Doctor,2001,second,National
e91a6d3a86c3eb1399ae33d22eb4b5c0e2ec979926369b0200f1cce18c577ecf,26.33,Yes,No,2,Yes,No,Works with,no,Culture,Yes,Female,Астана,Doctor,938,best,National
e91a6d3a86c3eb1399ae33d22eb4b5c0e2ec979926369b0200f1cce18c577ecf,26,No,No,2,Yes,No,Works with,no,Culture,Yes,Female,Астана,Doctor,980,second,National
79b719a1fa65043ccb87671208637dd89d92970a350e643ae917f5fb426419b8,26.67,No,No,0,No,No,No,no,Culture,No,Male,Алматы,Candidate,919,best,Other
79b719a1fa65043ccb87671208637dd89d92970a350e643ae917f5fb426419b8,20.67,No,No,0,No,No,No,no,Culture,No,Male,Алматы,Candidate,1482,second,Other
551d69380a7687bdaff91ef1182c568600ca2f4a05f8c9e660845f9eb97a3e37,30,No,No,0,No,Yes,No,no,Agriculture,No,Male,Other,Candidate,3618,best,Other
551d69380a7687bdaff91ef1182c568600ca2f4a05f8c9e660845f9eb97a3e37,27,No,No,0,No,Yes,No,no,Agriculture,No,Female,Other,Candidate,3727,second,Other
80dc81bc5337cf0d3842046a9532497dc48a154a71fdf400d54eb4ed98fae13b,19,No,No,1,Yes,No,No,no,Life,No,Female,Алматы,Candidate,2316,second,Other
80dc81bc5337cf0d3842046a9532497dc48a154a71fdf400d54eb4ed98fae13b,22.33,No,No,1,Yes,No,No,no,Agriculture,No,Female,Алматы,Candidate,3959,best,Other
1250f9762cf308bd199fba114e42b960e7db88287bb2e9f9e97eb48876710c26,26.33,Yes,No,0,No,No,No,no,Natural_rm,No,Male,Алматы,Candidate,2922,best,Other
1250f9762cf308bd199fba114e42b960e7db88287bb2e9f9e97eb48876710c26,20,No,No,0,Yes,No,No,no,Energy,No,Male,Астана,Candidate,4422,second,Other
